A
-0.0078125
-0.0075906
-0.0057389
-0.0018516
0.0018516
0.005517
0.005517
0.0018516
-0.0016297
-0.0038873
-0.0037033
-0.0038873
-0.0018516
-0.00022193
0
0
0
0
0
0
0
-0.00022193
-0.0025174
-0.0096641
-0.016551
-0.013108
-0.004369
-0.00066578
-0.0022955
-0.0078125
-0.013108
-0.013108
-0.0078125
-0.0022955
-0.00044385
-0.0018516
-0.0036654
-0.0020736
-0.0022955
-0.0057389
-0.0075906
-0.0075906
-0.0057389
-0.0020736
-0.00022193
0
0
0
-0.00022193
-0.0020736
-0.0057389
-0.0075906
-0.0075906
-0.0057389
-0.0020736
-0.00022193
0.00022193
0.0018516
0.0036654
0.0018516
0
-0.0020736
-0.0057389
-0.0075906
-0.0080344
-0.0096641
-0.011256
-0.0073686
-0.00022193
0.0052951
0.0052951
-0.00044385
-0.0096641
-0.018847
-0.020476
-0.013551
-0.004591
-0.0025174
-0.005517
-0.005517
-0.0018516
0.0016297
0.0036654
0.0018516
0
-0.0022955
-0.0078125
-0.013108
-0.013108
-0.0075906
-0.00022193
0.0052951
0.0052951
-0.00022193
-0.0075906
-0.013108
-0.013108
-0.0078125
-0.0022955
-0.00022193
0
-0.00022193
-0.0018516
-0.0036654
-0.0018516
-0.00022193
0
-0.00022193
-0.0022955
-0.0075906
-0.011034
-0.0073686
-0.00044385
0.0032215
-0.00044385
-0.0075906
-0.012886
-0.011256
-0.0041471
-0.00066578
-0.0020736
-0.005517
-0.005517
-0.0020736
-0.00044385
-0.0022955
-0.0075906
-0.011256
-0.0094422
-0.0059609
-0.0020736
-0.00022193
0.00022193
0.0018516
0.0036654
0.0016297
-0.0018516
-0.005517
-0.005517
-0.0020736
-0.00022193
0
0
0
0
0
0
-0.00022193
-0.0020736
-0.0059609
-0.0094422
-0.011478
-0.0094422
-0.0057389
1.36E-19
0.0052951
0.0052951
-0.00022193
-0.0073686
-0.011256
-0.0094422
-0.0059609
-0.0020736
-0.00044385
-0.0018516
-0.0036654
-0.0016297
0.0016297
0.0034435
-0.00044385
-0.0075906
-0.013108
-0.013108
-0.0080344
-0.0041471
-0.0038873
-0.0016297
0.0016297
0.0036654
0.0016297
-0.0016297
-0.0036654
-0.0018516
-0.00022193
-0.00022193
-0.0020736
-0.0052951
-0.0036654
0.0013699
-0.00044385
-0.0059609
-0.011516
-0.016995
-0.015181
-0.0098861
-0.0059609
-0.0020736
-0.00022193
0
-0.00022193
-0.0022955
-0.0073686
-0.0091824
-0.0041471
-0.0022955
-0.0036654
-0.0018516
-0.00022193
0.00022193
0.0020736
0.005517
0.005517
0.0016297
-0.0039252
-0.011478
-0.015181
-0.015181
-0.011478
-0.0041471
-0.00044385
0
-0.00022193
-0.0020736
-0.005517
-0.005517
-0.0020736
-0.00022193
-0.00022193
-0.0020736
-0.005517
-0.005517
-0.0020736
-0.00022193
-0.00044385
-0.0039252
-0.0094043
-0.0092203
-0.0059609
-0.0020736
-0.00022193
0
0
0
-0.00022193
-0.0020736
-0.0057389
-0.0073686
-0.0057389
-0.0020736
-0.00022193
0
0.00022193
0.0018516
0.0034435
-0.00022193
-0.005517
-0.0073686
-0.0057389
-0.0020736
-0.00022193
0
0
0
-0.00022193
-0.0022955
-0.0078125
-0.013108
-0.01333
-0.0098861
-0.0080344
-0.0075906
-0.0057389
-0.0020736
0
0.0018516
0.0036654
0.0016297
-0.0020736
-0.0078125
-0.012886
-0.011256
-0.0041471
-0.00044385
0
0
0
-0.00022193
-0.0020736
-0.0057389
-0.0075906
-0.0075906
-0.0057389
-0.0020736
-0.00022193
0
0
0
0
0
-0.00022193
-0.0020736
-0.005517
-0.005517
-0.0020736
0
0.0020736
0.005517
0.0052951
-1.36E-19
-0.005517
-0.0078125
-0.0096641
-0.011478
-0.0096641
-0.0078125
-0.0057389
-0.0020736
-0.00044385
-0.0020736
-0.0057389
-0.0073686
-0.0059609
-0.0039252
-0.0041092
-0.0039252
-0.0057389
-0.005517
-0.0020736
-0.00044385
-0.0020736
-0.0057389
-0.0075906
-0.0075906
-0.0057389
-0.0020736
-0.00022193
0
0
0
-0.00022193
-0.0020736
-0.0057389
-0.0075906
-0.0078125
-0.0075906
-0.0057389
-0.0020736
0
0.0020736
0.005517
0.005517
0.0020736
0
-0.0020736
-0.0057389
-0.0073686
-0.0057389
-0.0020736
-0.00022193
0
-0.00022193
-0.0020736
-0.005517
-0.005517
-0.0022955
-0.0022955
-0.0057389
-0.0073686
-0.0057389
-0.0016297
0.0037033
0.0091824
0.0073686
0.0022955
0
-0.0020736
-0.005517
-0.005517
-0.0020736
0
0.0020736
0.0057389
0.0073686
0.005517
-1.36E-19
-0.0057389
-0.0094422
-0.011256
-0.0075906
-0.0022955
-0.00022193
0.00022193
0.0018516
0.0036654
0.0018516
0
-0.0022955
-0.0075906
-0.011034
-0.0075906
-0.0022955
-0.00022193
0
0
0
-0.00022193
-0.0022955
-0.0078125
-0.013108
-0.01333
-0.0096641
-0.0059609
-0.0020736
-0.00022193
-0.00022193
-0.0020736
-0.0057389
-0.0075906
-0.0075906
-0.0057389
-0.0020736
-0.00022193
0
0
-0.00022193
-0.0020736
-0.005517
-0.005517
-0.0020736
-0.00022193
0
0
0
0
0
0
-0.00022193
-0.0020736
-0.0059609
-0.0096641
-0.01333
-0.013108
-0.0078125
-0.0022955
-0.00022193
0
0
0
0
-0.00022193
-0.0022955
-0.0075906
-0.011256
-0.0094422
-0.0059609
-0.0020736
-0.00022193
-0.00022193
-0.0018516
-0.0038873
-0.0041471
-0.0078125
-0.011256
-0.0096641
-0.0078125
-0.005517
1.36E-19
0.0052951
0.0052951
0.00022193
-0.0034435
-0.0020736
-0.0025174
-0.0075906
-0.011034
-0.0075906
-0.0020736
0.0016297
0.0034435
-0.00022193
-0.0052951
-0.0057389
-0.004369
-0.0080344
-0.013108
-0.013108
-0.0075906
-0.00044385
0.0032215
-0.00022193
-0.0052951
-0.005517
-0.0020736
-0.00066578
-0.0041471
-0.011256
-0.012886
-0.0073686
0.0018516
0.010812
0.010812
0.0022955
-0.0034435
-0.0041471
-0.0078125
-0.011034
-0.0075906
-0.0020736
0.0018516
0.005517
0.0052951
0.00022193
-0.0034435
-0.0018516
-0.00044385
-0.0020736
-0.005517
-0.005517
-0.0018516
0.0018516
0.005517
0.005517
0.0020736
0.00022193
-0.00044385
-0.0041471
-0.011256
-0.012886
-0.0078125
-0.0022955
-0.00022193
0
-0.00022193
-0.0018516
-0.0036654
-0.0020736
-0.0022955
-0.005517
-0.005517
-0.0020736
0
0.0018516
0.0034435
0
-0.0034435
-0.0018516
-0.00044385
-0.0022955
-0.0075906
-0.011034
-0.0075906
-0.0020736
0.0014078
0.0013699
-0.005517
-0.0089605
-0.0041471
-0.0027393
-0.0078125
-0.01333
-0.015181
-0.01333
-0.0075906
-0.00044385
0.0032215
-0.00022193
-0.005517
-0.0078125
-0.0098861
-0.013108
-0.011256
-0.0041471
-0.00044385
0
-0.00022193
-0.0020736
-0.005517
-0.0057389
-0.0041471
-0.0061828
-0.0096641
-0.01333
-0.013108
-0.0075906
-0.00044385
0.0034435
0.0018516
0.00022193
-0.00022193
-0.0022955
-0.0078125
-0.013108
-0.013108
-0.0075906
-1.63E-19
0.0071467
0.0089605
0.0020736
-0.0032215
-0.0018516
-0.00044385
-0.0022955
-0.0075906
-0.011034
-0.0073686
-0.00022193
0.0052951
0.0050732
-0.0018516
-0.0091824
-0.0094422
-0.0080344
-0.0075906
-0.0057389
-0.0020736
0
0.0020736
0.0052951
0.0034435
-0.0034435
-0.0052951
-0.0022955
-0.0022955
-0.0057389
-0.0073686
-0.0057389
-0.0018516
0.0018516
0.005517
0.0052951
-1.36E-19
-0.005517
-0.0078125
-0.0096641
-0.011256
-0.0075906
-0.0018516
0.0039252
0.011034
0.01059
0.00022193
-0.0087386
-0.0073686
-0.0022955
-0.00044385
-0.0022955
-0.0073686
-0.0089605
-0.0016297
0.0069248
0.0089605
0.0018516
-0.0052951
-0.0075906
-0.0078125
-0.0080344
-0.0098861
-0.013108
-0.011256
-0.0039252
0.0014078
0.0034435
0
-0.0034435
-0.0018516
-0.00044385
-0.0020736
-0.005517
-0.005517
-0.0018516
0.0016297
0.0034435
-0.00044385
-0.0073686
-0.011034
-0.0078125
-0.004369
-0.0059609
-0.0075906
-0.0075906
-0.005517
-0.00022193
0.0032215
0
-0.0034435
-0.0018516
-0.00044385
-0.0020736
-0.0057389
-0.0073686
-0.0057389
-0.0018516
0.0016297
0.0034435
-0.00044385
-0.0073686
-0.011256
-0.0096641
-0.0080344
-0.0075906
-0.0057389
-0.0020736
-0.00022193
-0.00044385
-0.004369
-0.01333
-0.018625
-0.015403
-0.010108
-0.0082564
-0.0096641
-0.011034
-0.0052951
0.0052951
0.010812
0.0075906
0.0020736
-0.0018516
-0.0057389
-0.0078125
-0.0096641
-0.011256
-0.0075906
-0.0020736
0.0016297
0.0034435
-0.00022193
-0.0052951
-0.0057389
-0.004369
-0.0080344
-0.013108
-0.012886
-0.005517
0.0052951
0.01059
0.0052951
-0.0052951
-0.010812
-0.0075906
-0.0022955
-0.00022193
0
0.00022193
0.0022955
0.0073686
0.0089605
0.0018516
-0.0050732
-0.005517
-0.0022955
-0.0025174
-0.0080344
-0.014959
-0.016551
-0.0073686
0.0050732
0.010812
0.0073686
0.00022193
-0.0052951
-0.0057389
-0.0041471
-0.0057389
-0.0052951
0.00022193
0.0073686
0.011034
0.0073686
0.00044385
-0.0034435
-0.0020736
-0.0022955
-0.0059609
-0.0094422
-0.011256
-0.0073686
-0.00044385
0.0034435
0.0016297
-0.0016297
-0.0036654
-0.0018516
-0.00044385
-0.0022955
-0.0078125
-0.012886
-0.011034
-0.0022955
0.0029996
0
-0.0034435
-0.0018516
-0.00022193
-0.00022193
-0.0022955
-0.0073686
-0.0089605
-0.0018516
0.0050732
0.0050732
-0.0022955
-0.012886
-0.016551
-0.0098861
-0.004369
-0.0038873
-0.0018516
-0.00022193
0
0
0
0
0
0
-0.00022193
-0.0020736
-0.0057389
-0.0073686
-0.0057389
-0.0020736
-0.00022193
-0.00022193
-0.0022955
-0.0075906
-0.011034
-0.0075906
-0.0022955
-0.00022193
0
0.00022193
0.0018516
0.0034435
-0.00044385
-0.0073686
-0.011256
-0.0096641
-0.0080344
-0.0075906
-0.0057389
-0.0018516
0.0018516
0.005517
0.0052951
0.00022193
-0.0034435
-0.0020736
-0.0022955
-0.0057389
-0.0078125
-0.0094422
-0.0094043
-0.0039252
-0.00044385
0
0
0
0
-0.00022193
-0.0020736
-0.005517
-0.0050732
0.0018516
0.0089605
0.0071467
1.63E-19
-0.0073686
-0.011256
-0.0094422
-0.0061828
-0.0041471
-0.0057389
-0.005517
-0.0020736
-0.00022193
-0.00022193
-0.0018516
-0.0036654
-0.0018516
-0.00044385
-0.0020736
-0.005517
-0.005517
-0.0016297
0.0037033
0.0089605
0.0052951
-0.0032215
-0.0052951
-0.0020736
-0.00022193
0
0
0.00022193
0.0020736
0.0057389
0.0073686
0.005517
-1.36E-19
-0.0057389
-0.0096641
-0.013551
-0.014959
-0.011256
-0.0018516
0.0073686
0.012886
0.011034
0.0022955
-0.0032215
-0.0018516
-0.00022193
0
-0.00022193
-0.0020736
-0.005517
-0.005517
-0.0020736
-0.00022193
0
0
0
-0.00022193
-0.0020736
-0.005517
-0.0052951
0.00044385
0.0094422
0.016551
0.013108
0.0041471
-0.0016297
-0.0057389
-0.0073686
-0.0057389
-0.0020736
0.00022193
0.0041471
0.011256
0.012886
0.0075906
0.00044385
-0.0034435
-0.0020736
-0.0020736
-0.0038873
-0.0039252
-0.0057389
-0.005517
-0.0022955
-0.0022955
-0.005517
-0.005517
-0.0020736
-0.00022193
0
0
0
0
0
0
0
0
-0.00044385
-0.004369
-0.013551
-0.020476
-0.018847
-0.0094422
0.0018516
0.012886
0.016329
0.0078125
-0.001148
-0.0018516
-0.0020736
-0.0036654
-0.0018516
-0.00044385
-0.0018516
-0.0036654
-0.0018516
-0.00022193
0
0.00022193
0.0018516
0.0036654
0.0018516
0
-0.0018516
-0.0036654
-0.0016297
0.0016297
0.0034435
-0.00022193
-0.0057389
-0.0094422
-0.011478
-0.0096641
-0.0078125
-0.005517
1.36E-19
0.005517
0.0073686
0.0057389
0.0020736
0
-0.0020736
-0.005517
-0.005517
-0.0020736
-0.00022193
0.00022193
0.0018516
0.0032215
-0.0020736
-0.0089605
-0.0071467
-0.00044385
0.0034435
0.0016297
-0.0016297
-0.0036654
-0.0016297
0.0018516
0.005517
0.005517
0.0020736
-0.00022193
-0.0041471
-0.011256
-0.013108
-0.0092203
-0.0015918
0.011034
0.016329
0.0094422
0.00044385
-0.0052951
-0.005517
-0.0022955
-0.0022955
-0.005517
-0.005517
-0.0020736
-0.00022193
-0.00022193
-0.0020736
-0.005517
-0.0052951
1.36E-19
0.0052951
0.0052951
0.00022193
-0.0032215
0
0.0034435
0.0018516
0.00022193
0
0
-0.00022193
-0.0020736
-0.0057389
-0.0073686
-0.0052951
0.0022955
0.012886
0.016551
0.0096641
0.0025174
0.00022193
-0.00022193
-0.0018516
-0.0036654
-0.0016297
0.0018516
0.005517
0.0050732
-0.0020736
-0.010812
-0.01059
2.71E-19
0.010812
0.012664
0.0057389
-0.0032215
-0.0052951
-0.0020736
-0.00044385
-0.0018516
-0.0038873
-0.0039252
-0.0057389
-0.0057389
-0.0041471
-0.0057389
-0.0050732
0.0020736
0.010812
0.010812
0.0020736
-0.0050732
-0.005517
-0.0020736
-0.00044385
-0.0020736
-0.005517
-0.0052951
1.36E-19
0.0052951
0.0052951
-1.36E-19
-0.005517
-0.0073686
-0.0057389
-0.0020736
-0.00022193
0
0.00022193
0.0018516
0.0034435
-0.00022193
-0.0052951
-0.005517
-0.0020736
-0.00022193
-0.00044385
-0.0041471
-0.011034
-0.01059
2.71E-19
0.01059
0.010812
0.0020736
-0.0052951
-0.0073686
-0.0059609
-0.0041471
-0.0059609
-0.0073686
-0.005517
-0.00022193
0.0032215
-0.00022193
-0.0052951
-0.005517
-0.0020736
-0.00022193
0
0
0.00022193
0.0018516
0.0036654
0.0018516
0.00022193
0
0
0
-0.00022193
-0.0020736
-0.0057389
-0.0073686
-0.0057389
-0.0020736
-0.00022193
0
0
0
-0.00022193
-0.0022955
-0.0075906
-0.011034
-0.0075906
-0.0022955
-0.00022193
-0.00022193
-0.0020736
-0.005517
-0.0050732
0.0020736
0.011034
0.012886
0.0078125
0.0022955
0.00022193
-0.00022193
-0.0020736
-0.005517
-0.005517
-0.0020736
-0.00022193
-0.00022193
-0.0018516
-0.0034435
0.00022193
0.0052951
0.005517
0.0018516
-0.0016297
-0.0036654
-0.0020736
-0.0022955
-0.0057389
-0.0075906
-0.0075906
-0.0052951
0.0018516
0.0089605
0.0073686
0.0020736
-0.0016297
-0.0036654
-0.0018516
-0.00022193
0
0
0
0
0
0
0
0
0.00022193
0.0020736
0.005517
0.005517
0.0020736
0.00022193
0
0.00022193
0.0020736
0.005517
0.005517
0.0016297
-0.0039252
-0.011034
-0.011034
-0.0041471
-0.00044385
-0.00022193
-0.0022955
-0.0075906
-0.011034
-0.0075906
-0.0022955
-0.00022193
0
0
0
0
0
-0.00022193
-0.0018516
-0.0036654
-0.0018516
-0.00022193
0
-0.00022193
-0.0018516
-0.0036654
-0.0018516
-0.00022193
0
0
0
0
-0.00022193
-0.0018516
-0.0036654
-0.0018516
0
0.0018516
0.0036654
0.0018516
0.00022193
-0.00022193
-0.0020736
-0.005517
-0.005517
-0.0016297
0.0037033
0.0091824
0.0071467
0.00022193
-0.005517
-0.0075906
-0.0075906
-0.0057389
-0.0020736
-0.00022193
-0.00022193
-0.0018516
-0.0034435
0.00022193
0.005517
0.0075906
0.0075906
0.0057389
0.0020736
0
-0.0020736
-0.005517
-0.005517
-0.0020736
-0.00022193
0
-0.00022193
-0.0020736
-0.005517
-0.005517
-0.0020736
-0.00022193
0
0
0
-0.00022193
-0.0018516
-0.0036654
-0.0018516
-0.00022193
0
0
0
-0.00022193
-0.0018516
-0.0036654
-0.0018516
-0.00022193
0
0
-0.00022193
-0.0020736
-0.0057389
-0.0075906
-0.0075906
-0.0057389
-0.0020736
-0.00022193
0
0
0
0
0
0.00022193
0.0022955
0.0078125
0.012886
0.011256
0.0041471
0.00022193
-0.0018516
-0.0036654
-0.0018516
-0.00022193
0
0
0
0
0
0
0.00022193
0.0020736
0.005517
0.005517
0.0018516
-0.0020736
-0.0075906
-0.011034
-0.0073686
-1.63E-19
0.0073686
0.011034
0.0073686
0.00044385
-0.0034435
-0.0016297
0.0018516
0.005517
0.005517
0.0018516
-0.0018516
-0.0059609
-0.0094422
-0.011256
-0.0075906
-0.0020736
0.0018516
0.005517
0.0052951
0.00022193
-0.0034435
-0.0018516
0
0.0020736
0.005517
0.005517
0.0018516
-0.0018516
-0.005517
-0.005517
-0.0018516
0.0018516
0.0057389
0.0073686
0.0057389
0.0018516
-0.0018516
-0.005517
-0.005517
-0.0016297
0.0037033
0.0091824
0.0073686
0.0018516
-0.0039252
-0.011256
-0.012886
-0.0075906
-0.00022193
0.0052951
0.005517
0.0020736
0.00022193
0.00022193
0.0020736
0.0057389
0.0075906
0.0075906
0.005517
-0.00022193
-0.0075906
-0.012886
-0.011256
-0.0039252
0.0016297
0.005517
0.005517
0.0018516
-0.0016297
-0.0036654
-0.0016297
0.0018516
0.0059609
0.0094422
0.011256
0.0073686
0.00022193
-0.0052951
-0.005517
-0.0020736
0
0.0018516
0.0036654
0.0016297
-0.0016297
-0.0036654
-0.0018516
-0.00022193
0.00022193
0.0018516
0.0036654
0.0016297
-0.0020736
-0.0078125
-0.012886
-0.011256
-0.0041471
-0.00022193
0.0018516
0.0034435
0
-0.0034435
-0.0018516
0
0.0022955
0.0075906
0.011034
0.0071467
-0.0020736
-0.013108
-0.018403
-0.01333
-0.0041471
0.0018516
0.0073686
0.0089605
0.0020736
-0.0032215
-0.0018516
0
0.0022955
0.0075906
0.011034
0.0073686
1.63E-19
-0.0075906
-0.012886
-0.011034
-0.0018516
0.0071467
0.011034
0.0073686
0.00022193
-0.0052951
-0.005517
-0.0020736
-0.00022193
0.00022193
0.0018516
0.0036654
0.0018516
0
-0.0018516
-0.0036654
-0.0016297
0.0020736
0.0075906
0.011034
0.0075906
0.0022955
0.00022193
0
0.00022193
0.0020736
0.005517
0.005517
0.0018516
-0.0020736
-0.0075906
-0.011034
-0.0075906
-0.0020736
0.0018516
0.005517
0.005517
0.0018516
-0.0018516
-0.005517
-0.0052951
0.00022193
0.0075906
0.012886
0.011034
0.0018516
-0.0071467
-0.011256
-0.0094422
-0.0057389
1.36E-19
0.0052951
0.0052951
-1.36E-19
-0.0052951
-0.005517
-0.0018516
0.0018516
0.0057389
0.0073686
0.0057389
0.0016297
-0.0039252
-0.011256
-0.012886
-0.0073686
0.0016297
0.0089605
0.0073686
0.0022955
0.00022193
0
0.00022193
0.0020736
0.0057389
0.0073686
0.0057389
0.0016297
-0.0039252
-0.011478
-0.014737
-0.011256
-0.0018516
0.0069248
0.0091824
0.0039252
0.00022193
-0.0018516
-0.0036654
-0.0016297
0.0020736
0.0075906
0.011034
0.0073686
1.63E-19
-0.0075906
-0.012886
-0.011034
-0.0018516
0.0071467
0.011034
0.0073686
0.00022193
-0.0052951
-0.005517
-0.0018516
0.0020736
0.0075906
0.011034
0.0071467
-0.0020736
-0.013108
-0.018403
-0.013108
-0.0020736
0.0071467
0.011034
0.0075906
0.0022955
0.00022193
0
0
0
0.00022193
0.0018516
0.0032215
-0.0025174
-0.013108
-0.018625
-0.015181
-0.0075906
0.0014078
0.0071089
0.0034813
-0.0014078
-0.0036654
-0.0018516
-0.00022193
0
0.00022193
0.0020736
0.005517
0.0052951
-0.00022193
-0.0073686
-0.011034
-0.0073686
-1.63E-19
0.0073686
0.011034
0.0073686
0.00022193
-0.005517
-0.0073686
-0.005517
0.00022193
0.0073686
0.011034
0.0071467
-0.0020736
-0.013108
-0.018403
-0.012886
-0.00022193
0.010812
0.012886
0.0078125
0.0022955
0.00022193
0
0.00022193
0.0022955
0.0075906
0.011034
0.0071467
-0.0020736
-0.013108
-0.018403
-0.012886
-0.00022193
0.010812
0.012886
0.0078125
0.0022955
0.00022193
0
0
0.00022193
0.0022955
0.0073686
0.0089605
0.0016297
-0.0073686
-0.013108
-0.012886
-0.005517
0.005517
